Order ID,Order Date,Customer Name,Category,Sub-Category,Sales,Profit,Quantity,Region,Is Repeat Customer,Order Year,Order Month,Order Month Name,Order Day of Week,Order Month-Year,Day Type
CA-2024-101380,2024-07-11,Ashley Robinson,Electronics,Smartwatches,194.69,41.91,1,South,Yes,2024,7,Jul,Thursday,2024-07,Weekday
CA-2024-101838,2024-07-11,Nancy Ramirez,Furniture,Bookcases,342.55,21.91,1,Central,Yes,2024,7,Jul,Thursday,2024-07,Weekday
CA-2024-101048,2024-07-12,Charles Robinson,Electronics,Smartwatches,526.55,94.96,3,West,Yes,2024,7,Jul,Friday,2024-07,Weekday
CA-2024-101445,2024-07-12,Ashley Robinson,Electronics,Phones,825.74,130.25,3,West,Yes,2024,7,Jul,Friday,2024-07,Weekday
CA-2024-102710,2024-07-12,Karen Ramirez,Furniture,Bookcases,445.93,27.7,2,Central,Yes,2024,7,Jul,Friday,2024-07,Weekday
CA-2024-100004,2024-07-13,Margaret Miller,Office Supplies,Paper,13.46,5.76,1,Central,Yes,2024,7,Jul,Saturday,2024-07,Weekend
CA-2024-100078,2024-07-13,Ashley Robinson,Office Supplies,Paper,83.39,35.7,4,West,Yes,2024,7,Jul,Saturday,2024-07,Weekend
CA-2024-101614,2024-07-13,Karen Ramirez,Electronics,Laptops,4556.01,756.22,2,West,Yes,2024,7,Jul,Saturday,2024-07,Weekend
CA-2024-102014,2024-07-13,Karen Ramirez,Electronics,Smartwatches,687.74,130.32,2,East,Yes,2024,7,Jul,Saturday,2024-07,Weekend
CA-2024-102910,2024-07-13,Karen Ramirez,Office Supplies,Art,51.54,19.28,1,South,Yes,2024,7,Jul,Saturday,2024-07,Weekend
CA-2024-100028,2024-07-14,Ashley Robinson,Office Supplies,Storage,213.69,40.15,1,South,Yes,2024,7,Jul,Sunday,2024-07,Weekend
CA-2024-101107,2024-07-14,David Davis,Furniture,Bookcases,3033.42,96.52,5,West,Yes,2024,7,Jul,Sunday,2024-07,Weekend
CA-2024-101221,2024-07-14,Donna Smith,Electronics,Laptops,2566.4,294.72,2,South,Yes,2024,7,Jul,Sunday,2024-07,Weekend
CA-2024-101585,2024-07-14,Ashley Robinson,Electronics,Smartwatches,1338.23,216.1,5,West,Yes,2024,7,Jul,Sunday,2024-07,Weekend
CA-2024-102287,2024-07-14,Ashley Robinson,Electronics,Smartwatches,288.63,69.51,1,South,Yes,2024,7,Jul,Sunday,2024-07,Weekend
CA-2024-102420,2024-07-14,Charles Robinson,Office Supplies,Storage,210.64,38.06,2,West,Yes,2024,7,Jul,Sunday,2024-07,Weekend
CA-2024-100469,2024-07-15,Ashley Robinson,Furniture,Tables,641.32,-29.48,1,West,Yes,2024,7,Jul,Monday,2024-07,Weekday
CA-2024-100997,2024-07-15,Ashley Robinson,Electronics,Laptops,530.36,84.54,1,South,Yes,2024,7,Jul,Monday,2024-07,Weekday
CA-2024-101046,2024-07-15,Karen Ramirez,Office Supplies,Art,47.99,20.82,2,East,Yes,2024,7,Jul,Monday,2024-07,Weekday
CA-2024-102046,2024-07-15,Karen Ramirez,Electronics,Laptops,2770.91,295.16,2,East,Yes,2024,7,Jul,Monday,2024-07,Weekday
CA-2024-102842,2024-07-15,Ashley Robinson,Electronics,Laptops,1241.74,144.98,2,West,Yes,2024,7,Jul,Monday,2024-07,Weekday
CA-2024-100026,2024-07-16,Ashley Robinson,Office Supplies,Art,53.32,21.3,1,West,Yes,2024,7,Jul,Tuesday,2024-07,Weekday
CA-2024-101436,2024-07-16,Ashley Robinson,Office Supplies,Paper,21.54,9.31,1,West,Yes,2024,7,Jul,Tuesday,2024-07,Weekday
CA-2024-101610,2024-07-16,Karen Ramirez,Office Supplies,Paper,12.43,5.63,1,Central,Yes,2024,7,Jul,Tuesday,2024-07,Weekday
CA-2024-102696,2024-07-16,Donna Smith,Electronics,Phones,274.45,46.2,1,West,Yes,2024,7,Jul,Tuesday,2024-07,Weekday
CA-2024-102544,2024-07-17,Donna Smith,Electronics,Smartwatches,109.95,19.56,1,West,Yes,2024,7,Jul,Wednesday,2024-07,Weekday
CA-2024-100713,2024-07-18,Ashley Robinson,Office Supplies,Art,95.37,39.41,2,South,Yes,2024,7,Jul,Thursday,2024-07,Weekday
CA-2024-101051,2024-07-18,Nancy Ramirez,Office Supplies,Binders,15.83,7.66,1,East,Yes,2024,7,Jul,Thursday,2024-07,Weekday
CA-2024-100051,2024-07-19,Karen Ramirez,Office Supplies,Art,55.8,23.34,4,West,Yes,2024,7,Jul,Friday,2024-07,Weekday
CA-2024-100237,2024-07-19,Ashley Robinson,Office Supplies,Paper,30.87,14.49,5,Central,Yes,2024,7,Jul,Friday,2024-07,Weekday
CA-2024-100278,2024-07-19,Ashley Robinson,Office Supplies,Binders,4.12,1.97,1,West,Yes,2024,7,Jul,Friday,2024-07,Weekday
CA-2024-102219,2024-07-19,Karen Ramirez,Office Supplies,Storage,532.62,97.24,3,East,Yes,2024,7,Jul,Friday,2024-07,Weekday
CA-2024-102296,2024-07-19,Ashley Robinson,Electronics,Accessories,70.72,27.23,4,West,Yes,2024,7,Jul,Friday,2024-07,Weekday
CA-2024-102443,2024-07-19,Michael Harris,Electronics,Smartwatches,477.79,102.96,3,East,Yes,2024,7,Jul,Friday,2024-07,Weekday
CA-2024-102500,2024-07-20,Karen Ramirez,Furniture,Tables,2002.0,-190.84,4,South,Yes,2024,7,Jul,Saturday,2024-07,Weekend
CA-2024-102230,2024-07-21,Richard Lopez,Furniture,Furnishings,12.03,3.54,1,East,No,2024,7,Jul,Sunday,2024-07,Weekend
CA-2024-102993,2024-07-21,Karen Ramirez,Office Supplies,Binders,49.56,25.62,3,East,Yes,2024,7,Jul,Sunday,2024-07,Weekend
CA-2024-100118,2024-07-22,Nancy Ramirez,Office Supplies,Art,124.28,50.21,4,South,Yes,2024,7,Jul,Monday,2024-07,Weekday
CA-2024-100676,2024-07-22,Ashley Robinson,Electronics,Smartwatches,424.96,105.83,2,South,Yes,2024,7,Jul,Monday,2024-07,Weekday
CA-2024-102775,2024-07-22,Charles Robinson,Office Supplies,Binders,29.59,14.18,2,Central,Yes,2024,7,Jul,Monday,2024-07,Weekday
CA-2024-102171,2024-07-23,Ashley Robinson,Office Supplies,Storage,51.59,12.62,1,Central,Yes,2024,7,Jul,Tuesday,2024-07,Weekday
CA-2024-100332,2024-07-24,Karen Ramirez,Electronics,Accessories,466.11,158.16,5,West,Yes,2024,7,Jul,Wednesday,2024-07,Weekday
CA-2024-100386,2024-07-24,Nancy Ramirez,Electronics,Laptops,902.46,94.75,1,Central,Yes,2024,7,Jul,Wednesday,2024-07,Weekday
CA-2024-100105,2024-07-26,Donna Smith,Office Supplies,Binders,11.1,5.48,1,Central,Yes,2024,7,Jul,Friday,2024-07,Weekday
CA-2024-101261,2024-07-27,Nancy Ramirez,Furniture,Bookcases,122.87,0.76,1,South,Yes,2024,7,Jul,Saturday,2024-07,Weekend
CA-2024-102140,2024-07-27,Ashley Robinson,Electronics,Smartwatches,1241.02,232.84,3,West,Yes,2024,7,Jul,Saturday,2024-07,Weekend
CA-2024-102349,2024-07-27,Ashley Robinson,Electronics,Accessories,50.53,17.4,1,West,Yes,2024,7,Jul,Saturday,2024-07,Weekend
CA-2024-102896,2024-07-27,Margaret Taylor,Office Supplies,Storage,261.81,52.64,3,East,Yes,2024,7,Jul,Saturday,2024-07,Weekend
CA-2024-100251,2024-07-28,Karen Ramirez,Electronics,Accessories,367.45,143.4,3,Central,Yes,2024,7,Jul,Sunday,2024-07,Weekend
CA-2024-101076,2024-07-28,Karen Ramirez,Furniture,Furnishings,293.05,75.23,2,West,Yes,2024,7,Jul,Sunday,2024-07,Weekend
CA-2024-101453,2024-07-28,Karen Ramirez,Office Supplies,Binders,54.17,29.79,2,West,Yes,2024,7,Jul,Sunday,2024-07,Weekend
CA-2024-102238,2024-07-28,Karen Ramirez,Office Supplies,Binders,18.81,9.59,2,East,Yes,2024,7,Jul,Sunday,2024-07,Weekend
CA-2024-102925,2024-07-28,Charles Robinson,Electronics,Phones,1058.59,118.59,1,West,Yes,2024,7,Jul,Sunday,2024-07,Weekend
CA-2024-101472,2024-07-29,Ashley Robinson,Furniture,Bookcases,240.66,15.44,1,West,Yes,2024,7,Jul,Monday,2024-07,Weekday
CA-2024-100414,2024-07-30,Karen Ramirez,Office Supplies,Storage,456.55,71.33,2,West,Yes,2024,7,Jul,Tuesday,2024-07,Weekday
CA-2024-100831,2024-07-30,Karen Lewis,Electronics,Smartwatches,1240.86,273.28,4,East,No,2024,7,Jul,Tuesday,2024-07,Weekday
CA-2024-100167,2024-07-31,Karen Ramirez,Electronics,Smartwatches,198.93,38.88,1,South,Yes,2024,7,Jul,Wednesday,2024-07,Weekday
CA-2024-101975,2024-07-31,Ashley Robinson,Office Supplies,Binders,35.76,19.61,2,Central,Yes,2024,7,Jul,Wednesday,2024-07,Weekday
CA-2024-100267,2024-08-01,James Harris,Office Supplies,Paper,33.64,15.85,1,West,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-101392,2024-08-01,Nancy Ramirez,Electronics,Accessories,66.51,26.15,1,West,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-100040,2024-08-02,Nancy Ramirez,Office Supplies,Binders,6.72,3.34,1,Central,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-100282,2024-08-02,Ashley Robinson,Furniture,Bookcases,244.23,13.41,2,West,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-100347,2024-08-02,Karen Ramirez,Furniture,Tables,2703.58,-15.88,5,East,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-101267,2024-08-02,Nancy Ramirez,Furniture,Furnishings,157.98,43.18,1,West,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-101985,2024-08-02,Ashley Robinson,Electronics,Smartwatches,155.36,34.17,1,East,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-102222,2024-08-02,Ashley Robinson,Office Supplies,Storage,79.43,15.33,1,South,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-100029,2024-08-03,Ashley Robinson,Furniture,Furnishings,46.02,12.52,1,West,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-101165,2024-08-03,Karen Ramirez,Office Supplies,Binders,14.86,7.94,1,South,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-101559,2024-08-03,Ashley Robinson,Electronics,Accessories,142.83,46.76,1,South,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-102085,2024-08-03,Nancy Ramirez,Electronics,Smartwatches,271.51,44.58,1,Central,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-102154,2024-08-03,Donna Smith,Electronics,Phones,1812.61,225.84,4,East,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-102757,2024-08-03,David Davis,Electronics,Smartwatches,538.09,99.94,2,Central,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-100398,2024-08-04,Ashley Robinson,Office Supplies,Art,154.46,55.52,2,South,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-100521,2024-08-04,Nancy Ramirez,Furniture,Bookcases,1102.18,50.19,2,East,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-100522,2024-08-04,Ashley Robinson,Office Supplies,Binders,8.84,4.44,1,East,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-100443,2024-08-05,Ashley Robinson,Electronics,Phones,687.15,111.5,3,West,Yes,2024,8,Aug,Monday,2024-08,Weekday
CA-2024-101783,2024-08-05,Karen Ramirez,Furniture,Tables,765.84,-24.88,1,West,Yes,2024,8,Aug,Monday,2024-08,Weekday
CA-2024-100351,2024-08-06,Karen Ramirez,Office Supplies,Storage,249.36,39.7,2,East,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-100598,2024-08-06,Ashley Robinson,Electronics,Accessories,99.43,37.48,1,South,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-101655,2024-08-06,Ashley Robinson,Electronics,Smartwatches,161.72,28.93,1,East,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-102486,2024-08-06,Karen Ramirez,Electronics,Accessories,155.84,55.56,2,Central,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-102876,2024-08-06,Margaret Miller,Office Supplies,Paper,10.06,4.31,1,Central,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-102995,2024-08-06,Karen Ramirez,Office Supplies,Art,71.51,25.05,1,Central,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-100139,2024-08-07,Karen Ramirez,Electronics,Laptops,838.38,123.24,1,West,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-100202,2024-08-07,Ashley Robinson,Office Supplies,Art,136.3,48.6,2,West,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-100390,2024-08-07,Nancy Ramirez,Electronics,Smartwatches,622.47,148.72,2,South,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-100717,2024-08-07,Ashley Robinson,Office Supplies,Binders,6.74,3.12,1,Central,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-102203,2024-08-07,Charles Robinson,Furniture,Furnishings,148.16,36.48,1,Central,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-102664,2024-08-07,Charles Robinson,Furniture,Bookcases,436.55,29.78,1,East,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-100558,2024-08-08,Ashley Robinson,Furniture,Furnishings,51.4,11.13,1,East,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-101880,2024-08-08,Ashley Robinson,Electronics,Smartwatches,1105.86,206.98,3,Central,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-101072,2024-08-09,Nancy Ramirez,Electronics,Accessories,125.2,45.71,5,South,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-101450,2024-08-09,Karen Ramirez,Electronics,Accessories,433.42,151.74,4,Central,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-102401,2024-08-09,James Harris,Electronics,Laptops,1975.28,190.68,3,East,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-102939,2024-08-09,David Davis,Electronics,Accessories,77.56,29.92,1,West,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-100311,2024-08-10,Karen Ramirez,Electronics,Phones,3001.39,341.26,4,South,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-101503,2024-08-10,Charles Robinson,Furniture,Tables,3494.62,-201.43,4,East,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-102249,2024-08-10,Ashley Robinson,Office Supplies,Binders,17.68,9.59,4,South,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-100426,2024-08-11,Karen Ramirez,Electronics,Phones,2537.23,383.86,2,West,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-101786,2024-08-12,Nancy Ramirez,Office Supplies,Art,107.69,39.26,4,South,Yes,2024,8,Aug,Monday,2024-08,Weekday
CA-2024-102015,2024-08-12,Ashley Robinson,Furniture,Chairs,319.46,32.41,2,Central,Yes,2024,8,Aug,Monday,2024-08,Weekday
CA-2024-102042,2024-08-12,Ashley Robinson,Furniture,Furnishings,78.17,18.0,4,West,Yes,2024,8,Aug,Monday,2024-08,Weekday
CA-2024-102383,2024-08-12,Nancy Ramirez,Office Supplies,Art,178.26,63.55,4,East,Yes,2024,8,Aug,Monday,2024-08,Weekday
CA-2024-100049,2024-08-13,Ashley Robinson,Electronics,Laptops,1809.95,214.92,1,West,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-100791,2024-08-13,Ashley Robinson,Electronics,Smartwatches,151.24,31.66,1,East,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-100826,2024-08-13,Patricia Johnson,Furniture,Tables,687.04,-34.84,1,West,No,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-101782,2024-08-13,Karen Ramirez,Office Supplies,Paper,9.82,4.74,2,South,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-101820,2024-08-13,Nancy Ramirez,Electronics,Laptops,1105.52,105.08,1,South,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-100089,2024-08-14,Ashley Robinson,Furniture,Chairs,88.19,9.44,1,East,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-100190,2024-08-14,Karen Ramirez,Office Supplies,Binders,17.1,8.3,1,South,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-100441,2024-08-14,Nancy Ramirez,Electronics,Phones,2132.23,269.83,2,West,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-101296,2024-08-14,Ashley Robinson,Furniture,Tables,357.69,-28.71,1,West,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-101462,2024-08-14,Ashley Robinson,Office Supplies,Storage,190.56,47.05,2,East,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-101701,2024-08-14,Nancy Ramirez,Electronics,Accessories,200.15,74.82,4,South,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-101873,2024-08-14,David Davis,Furniture,Bookcases,344.45,15.72,1,West,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-102043,2024-08-14,Karen Ramirez,Office Supplies,Binders,17.85,9.22,1,East,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-102557,2024-08-14,Karen Ramirez,Office Supplies,Paper,48.15,19.4,3,West,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-100778,2024-08-15,Charles Robinson,Electronics,Laptops,3559.94,501.7,3,Central,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-102371,2024-08-15,Ashley Robinson,Electronics,Smartwatches,631.87,147.58,3,Central,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-102906,2024-08-15,Karen Ramirez,Office Supplies,Binders,19.84,9.62,1,Central,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-101583,2024-08-16,Ashley Robinson,Office Supplies,Art,54.48,23.68,1,East,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-102870,2024-08-16,Ashley Robinson,Electronics,Accessories,187.52,64.45,2,East,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-100710,2024-08-17,Charles Robinson,Electronics,Phones,810.54,129.5,2,Central,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-101928,2024-08-17,Robert Smith,Furniture,Bookcases,1202.6,117.36,4,West,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-102181,2024-08-17,Nancy Ramirez,Office Supplies,Binders,19.42,10.02,1,South,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-100164,2024-08-18,Ashley Robinson,Office Supplies,Storage,174.09,33.32,1,East,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-100993,2024-08-18,Karen Ramirez,Office Supplies,Binders,55.44,29.87,2,East,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-101327,2024-08-18,Ashley Robinson,Office Supplies,Binders,58.64,30.11,3,West,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-101613,2024-08-18,Donna Smith,Electronics,Smartwatches,399.99,90.94,1,East,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-101759,2024-08-18,Karen Ramirez,Electronics,Phones,1191.32,173.46,1,West,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-101772,2024-08-18,Karen Ramirez,Office Supplies,Art,74.07,27.28,1,South,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-102944,2024-08-18,Ashley Robinson,Furniture,Furnishings,98.86,26.7,2,Central,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-101162,2024-08-19,William Sanchez,Electronics,Laptops,4589.93,673.74,3,East,Yes,2024,8,Aug,Monday,2024-08,Weekday
CA-2024-101882,2024-08-19,Margaret Miller,Furniture,Bookcases,580.87,8.09,1,West,Yes,2024,8,Aug,Monday,2024-08,Weekday
CA-2024-101959,2024-08-19,Kimberly Perez,Electronics,Accessories,108.11,42.93,1,East,No,2024,8,Aug,Monday,2024-08,Weekday
CA-2024-102460,2024-08-19,Karen Ramirez,Office Supplies,Art,106.85,45.06,2,East,Yes,2024,8,Aug,Monday,2024-08,Weekday
CA-2024-102583,2024-08-19,Kimberly Wilson,Electronics,Phones,1636.27,190.08,2,East,Yes,2024,8,Aug,Monday,2024-08,Weekday
CA-2024-101230,2024-08-20,Ashley Robinson,Office Supplies,Art,88.11,39.38,2,West,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-102312,2024-08-20,Ashley Robinson,Office Supplies,Binders,8.61,4.72,2,West,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-100927,2024-08-21,Ashley Robinson,Electronics,Accessories,93.78,29.38,1,West,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-101138,2024-08-21,Karen Ramirez,Electronics,Smartwatches,1121.57,274.45,3,South,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-101892,2024-08-21,Ashley Robinson,Electronics,Accessories,95.0,29.48,1,East,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-102806,2024-08-21,Nancy Ramirez,Furniture,Tables,1984.74,-67.62,4,West,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-102882,2024-08-21,Ashley Robinson,Electronics,Phones,973.51,176.38,1,West,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-100291,2024-08-22,Ashley Robinson,Office Supplies,Art,32.38,12.2,2,West,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-100683,2024-08-22,Karen Ramirez,Electronics,Smartwatches,320.94,60.54,1,Central,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-100965,2024-08-22,Karen Ramirez,Office Supplies,Binders,9.65,4.76,1,Central,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-101036,2024-08-22,Ashley Robinson,Office Supplies,Storage,40.85,8.91,1,East,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-102742,2024-08-22,Ashley Robinson,Office Supplies,Paper,19.51,8.43,1,Central,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-100873,2024-08-23,Nancy Ramirez,Office Supplies,Storage,462.67,97.08,2,Central,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-101211,2024-08-23,Ashley Robinson,Office Supplies,Art,19.45,7.98,1,West,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-101368,2024-08-23,Nancy Ramirez,Furniture,Tables,1094.99,-24.19,3,South,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-100112,2024-08-24,Nancy Ramirez,Office Supplies,Paper,42.79,17.88,3,West,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-100356,2024-08-24,Ashley Robinson,Office Supplies,Binders,33.04,16.3,1,Central,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-100671,2024-08-24,Karen Ramirez,Furniture,Chairs,994.66,36.2,3,East,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-101256,2024-08-24,Nancy Ramirez,Furniture,Furnishings,36.37,9.43,1,East,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-102484,2024-08-24,Karen Ramirez,Electronics,Smartwatches,356.21,73.66,2,West,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-102612,2024-08-24,Ashley Robinson,Office Supplies,Art,92.78,41.04,1,West,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-100158,2024-08-25,Karen Ramirez,Furniture,Chairs,1040.38,80.97,2,Central,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-100216,2024-08-25,Donna Smith,Electronics,Smartwatches,342.87,63.88,1,South,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-101104,2024-08-25,Ashley Robinson,Electronics,Accessories,126.03,45.09,1,Central,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-101589,2024-08-25,Karen Ramirez,Electronics,Laptops,4990.91,768.15,2,West,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-102440,2024-08-25,Karen Ramirez,Furniture,Tables,2732.48,-193.36,4,Central,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-102720,2024-08-25,Ashley Robinson,Furniture,Chairs,303.98,25.23,1,Central,Yes,2024,8,Aug,Sunday,2024-08,Weekend
CA-2024-100659,2024-08-26,Nancy Ramirez,Office Supplies,Storage,572.75,106.52,4,East,Yes,2024,8,Aug,Monday,2024-08,Weekday
CA-2024-101370,2024-08-27,Nancy Ramirez,Furniture,Chairs,785.55,79.59,2,West,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-101444,2024-08-27,Ashley Robinson,Furniture,Bookcases,144.28,11.2,1,East,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-102153,2024-08-27,Karen Ramirez,Office Supplies,Binders,24.0,12.75,1,West,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-102457,2024-08-27,Ashley Robinson,Office Supplies,Art,129.93,54.88,2,Central,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-102623,2024-08-27,Ashley Robinson,Electronics,Phones,773.21,120.14,2,East,Yes,2024,8,Aug,Tuesday,2024-08,Weekday
CA-2024-101347,2024-08-28,Karen Ramirez,Office Supplies,Art,84.55,35.37,1,West,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-101654,2024-08-28,Nancy Ramirez,Furniture,Chairs,449.92,45.08,1,West,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-102592,2024-08-28,Ashley Robinson,Office Supplies,Binders,94.49,43.6,4,West,Yes,2024,8,Aug,Wednesday,2024-08,Weekday
CA-2024-100101,2024-08-29,Sandra Rodriguez,Furniture,Chairs,447.19,29.42,1,West,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-100830,2024-08-29,John Lee,Furniture,Tables,948.92,-26.45,2,Central,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-101130,2024-08-29,Karen Ramirez,Office Supplies,Binders,17.16,7.99,1,Central,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-102600,2024-08-29,Kimberly Wilson,Office Supplies,Art,68.74,25.84,1,East,Yes,2024,8,Aug,Thursday,2024-08,Weekday
CA-2024-100074,2024-08-30,Margaret Miller,Electronics,Laptops,1183.75,180.66,1,West,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-101518,2024-08-30,Nancy Ramirez,Electronics,Laptops,1807.56,251.04,3,East,Yes,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-102503,2024-08-30,Emily Brown,Electronics,Accessories,184.21,64.09,2,West,No,2024,8,Aug,Friday,2024-08,Weekday
CA-2024-101437,2024-08-31,Ashley Robinson,Electronics,Laptops,736.98,54.91,1,East,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-102132,2024-08-31,Ashley Robinson,Electronics,Phones,923.06,120.2,1,West,Yes,2024,8,Aug,Saturday,2024-08,Weekend
CA-2024-102883,2024-08-31,Karen Ramirez,Electronics,Smartwatches,500.2,105.3,1,East,Yes,2024,8,Aug,Saturday,2024-08,Weekend
